1,,Afghanistan,1/22/20,4,0,0,0,0
2,,Afghanistan,1/23/20,4,0,0,0,0
3,,Afghanistan,1/24/20,4,0,0,0,0
4,,Afghanistan,1/25/20,4,0,0,0,0
5,,Afghanistan,1/26/20,5,0,0,0,0
6,,Afghanistan,1/27/20,5,0,0,0,0
7,,Afghanistan,1/28/20,5,0,0,0,0
8,,Afghanistan,1/29/20,5,0,0,0,0
9,,Afghanistan,1/30/20,5,0,0,0,0
10,,Afghanistan,1/31/20,5,0,0,0,0
11,,Afghanistan,2/1/20,5,0,0,0,0
12,,Afghanistan,2/2/20,6,0,0,0,0
13,,Afghanistan,2/3/20,6,0,0,0,0
14,,Afghanistan,2/4/20,6,0,0,0,0
15,,Afghanistan,2/5/20,6,0,0,0,0
16,,Afghanistan,2/6/20,6,0,0,0,0
17,,Afghanistan,2/7/20,6,0,0,0,0
18,,Afghanistan,2/8/20,6,0,0,0,0
19,,Afghanistan,2/9/20,7,0,0,0,0
20,,Afghanistan,2/10/20,7,0,0,0,0
21,,Afghanistan,2/11/20,7,0,0,0,0
22,,Afghanistan,2/12/20,7,0,0,0,0
23,,Afghanistan,2/13/20,7,0,0,0,0
24,,Afghanistan,2/14/20,7,0,0,0,0
25,,Afghanistan,2/15/20,7,0,0,0,0
26,,Afghanistan,2/16/20,8,0,0,0,0
27,,Afghanistan,2/17/20,8,0,0,0,0
28,,Afghanistan,2/18/20,8,0,0,0,0
29,,Afghanistan,2/19/20,8,0,0,0,0
30,,Afghanistan,2/20/20,8,0,0,0,0
31,,Afghanistan,2/21/20,8,0,0,0,0
32,,Afghanistan,2/22/20,8,0,0,0,0
33,,Afghanistan,2/23/20,9,0,0,0,0
34,,Afghanistan,2/24/20,9,1,0,1,0
35,,Afghanistan,2/25/20,9,1,0,0,0
36,,Afghanistan,2/26/20,9,1,0,0,0
37,,Afghanistan,2/27/20,9,1,0,0,0
38,,Afghanistan,2/28/20,9,1,0,0,0
39,,Afghanistan,2/29/20,9,1,0,0,0
40,,Afghanistan,3/1/20,10,1,0,0,0
41,,Afghanistan,3/2/20,10,1,0,0,0
42,,Afghanistan,3/3/20,10,1,0,0,0
43,,Afghanistan,3/4/20,10,1,0,0,0
44,,Afghanistan,3/5/20,10,1,0,0,0
45,,Afghanistan,3/6/20,10,1,0,0,0
46,,Afghanistan,3/7/20,10,1,0,0,0
47,,Afghanistan,3/8/20,11,4,0,3,0
48,,Afghanistan,3/9/20,11,4,0,0,0
49,,Afghanistan,3/10/20,11,5,0,1,0
50,,Afghanistan,3/11/20,11,7,0,2,0
51,,Afghanistan,3/12/20,11,7,0,0,0
52,,Afghanistan,3/13/20,11,7,0,0,0
53,,Afghanistan,3/14/20,11,11,0,4,0
54,,Afghanistan,3/15/20,12,16,0,5,0
55,,Afghanistan,3/16/20,12,21,0,5,0
56,,Afghanistan,3/17/20,12,22,0,1,0
57,,Afghanistan,3/18/20,12,22,0,0,0
58,,Afghanistan,3/19/20,12,22,0,0,0
59,,Afghanistan,3/20/20,12,24,0,2,0
60,,Afghanistan,3/21/20,12,24,0,0,0
61,,Afghanistan,3/22/20,13,40,1,16,1
62,,Afghanistan,3/23/20,13,40,1,0,0
63,,Afghanistan,3/24/20,13,74,1,34,0
64,,Afghanistan,3/25/20,13,84,2,10,1
65,,Afghanistan,3/26/20,13,94,4,10,2
66,,Afghanistan,3/27/20,13,110,4,16,0
67,,Afghanistan,3/28/20,13,110,4,0,0
68,,Afghanistan,3/29/20,14,120,4,10,0
69,,Afghanistan,3/30/20,14,170,4,50,0
70,,Afghanistan,3/31/20,14,174,4,4,0
71,,Afghanistan,4/1/20,14,237,4,63,0
72,,Afghanistan,4/2/20,14,273,6,36,2
73,,Afghanistan,4/3/20,14,281,6,8,0
74,,Afghanistan,4/4/20,14,299,7,18,1
108,,Albania,1/22/20,4,0,0,-299,-7
